decision_id,date,sku_id,location_type,location_id,recommended_order_qty,reorder_point,safety_stock_units,approved_qty,approver,override_flag,override_reason,decision_status
DEC-000916,2025-07-25,SKU-00003,Store,STR-04,44.0,43.5,26.1,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-000917,2025-07-25,SKU-00004,Store,STR-04,13.0,15.5,9.3,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-000918,2025-07-25,SKU-00020,Store,STR-04,21.0,28.0,16.8,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000919,2025-07-25,SKU-00021,Store,STR-04,16.0,21.4,12.8,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-000920,2025-07-25,SKU-00012,Store,STR-04,15.0,19.0,11.4,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-000921,2025-07-25,SKU-00020,Store,STR-05,41.0,43.7,26.2,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-000922,2025-07-25,SKU-00015,Store,STR-06,31.0,37.1,22.3,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-000923,2025-07-25,SKU-00023,Store,STR-06,43.0,54.9,33.0,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-000924,2025-07-25,SKU-00005,Store,STR-07,22.0,24.8,14.9,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-000925,2025-07-25,SKU-00012,Store,STR-07,43.0,49.1,29.5,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-000926,2025-07-25,SKU-00018,Store,STR-07,59.0,82.1,49.2,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-000927,2025-07-25,SKU-00006,Store,STR-07,41.0,46.3,27.8,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-000928,2025-07-25,SKU-00020,Store,STR-07,43.0,49.1,29.5,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-000929,2025-07-25,SKU-00003,Store,STR-07,73.0,70.5,42.3,73.0,System Auto-Replenishment,False,,Auto-approved
DEC-000930,2025-07-25,SKU-00011,Store,STR-08,8.0,10.2,6.1,8.0,System Auto-Replenishment,False,,Auto-approved
DEC-000931,2025-07-25,SKU-00018,Store,STR-08,17.0,22.1,13.3,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000932,2025-07-25,SKU-00010,Store,STR-08,11.0,15.4,9.2,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-000933,2025-07-25,SKU-00002,Store,STR-08,18.0,21.7,13.0,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000934,2025-07-26,SKU-00003,Store,STR-01,38.0,51.8,31.1,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000935,2025-07-26,SKU-00004,Store,Multiple,81.0,59.9,36.0,81.0,System Auto-Replenishment,False,,Auto-approved
DEC-000936,2025-07-26,SKU-00024,Store,Multiple,125.0,83.0,49.8,125.0,System Auto-Replenishment,False,,Auto-approved
DEC-000937,2025-07-26,SKU-00010,Store,STR-01,32.0,42.4,25.4,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-000938,2025-07-26,SKU-00021,Store,STR-01,17.0,18.2,10.9,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000939,2025-07-26,SKU-00014,Store,Multiple,118.0,70.7,42.4,118.0,System Auto-Replenishment,False,,Auto-approved
DEC-000940,2025-07-26,SKU-00018,Store,STR-01,76.0,107.7,64.6,76.0,System Auto-Replenishment,False,,Auto-approved
DEC-000941,2025-07-26,SKU-00010,Store,Multiple,43.0,24.2,14.5,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-000942,2025-07-26,SKU-00015,Store,STR-02,61.0,75.0,45.0,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-000943,2025-07-26,SKU-00002,Store,STR-02,94.0,119.1,71.5,94.0,System Auto-Replenishment,False,,Auto-approved
DEC-000944,2025-07-26,SKU-00008,Store,STR-02,64.0,78.5,47.1,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-000945,2025-07-26,SKU-00016,Store,Multiple,65.0,50.0,30.0,65.0,System Auto-Replenishment,False,,Auto-approved
DEC-000946,2025-07-26,SKU-00004,Store,STR-03,21.0,27.8,16.7,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000947,2025-07-26,SKU-00006,Store,STR-03,37.0,43.5,26.1,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-000948,2025-07-26,SKU-00009,Store,STR-03,49.0,59.5,35.7,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-000949,2025-07-26,SKU-00007,Store,STR-03,79.0,95.1,57.1,79.0,System Auto-Replenishment,False,,Auto-approved
DEC-000950,2025-07-26,SKU-00011,Store,STR-03,24.0,28.6,17.2,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-000951,2025-07-26,SKU-00007,Store,STR-04,44.0,56.0,33.6,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-000952,2025-07-26,SKU-00018,Store,STR-04,58.0,80.5,48.3,58.0,System Auto-Replenishment,False,,Auto-approved
DEC-000953,2025-07-26,SKU-00022,Store,STR-04,24.0,27.6,16.6,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-000954,2025-07-26,SKU-00016,Store,STR-04,12.0,16.6,10.0,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-000955,2025-07-26,SKU-00019,Store,STR-05,35.0,38.1,22.9,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-000956,2025-07-26,SKU-00015,Store,STR-05,71.0,76.4,45.8,71.0,System Auto-Replenishment,False,,Auto-approved
DEC-000957,2025-07-26,SKU-00011,Store,STR-05,20.0,28.4,17.0,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-000958,2025-07-26,SKU-00016,Store,STR-05,18.0,22.6,13.5,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000959,2025-07-26,SKU-00013,Store,STR-05,47.0,66.8,40.1,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-000960,2025-07-26,SKU-00008,Store,STR-05,68.0,93.1,55.8,68.0,System Auto-Replenishment,False,,Auto-approved
DEC-000961,2025-07-26,SKU-00006,Store,STR-05,31.0,43.4,26.1,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-000962,2025-07-26,SKU-00021,Store,STR-06,18.0,15.7,9.4,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000963,2025-07-26,SKU-00009,Store,STR-06,50.0,49.8,29.9,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-000964,2025-07-26,SKU-00010,Store,STR-07,25.0,34.5,20.7,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-000965,2025-07-26,SKU-00002,Store,STR-07,51.0,57.8,34.7,51.0,System Auto-Replenishment,False,,Auto-approved
DEC-000966,2025-07-26,SKU-00008,Store,STR-07,74.0,77.1,46.2,74.0,System Auto-Replenishment,False,,Auto-approved
DEC-000967,2025-07-26,SKU-00009,Store,STR-08,22.0,29.0,17.4,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-000968,2025-07-26,SKU-00014,Store,STR-08,25.0,32.2,19.3,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-000969,2025-07-26,SKU-00006,Store,STR-08,15.0,13.8,8.3,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-000970,2025-07-26,SKU-00021,Store,STR-08,13.0,14.2,8.5,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-000971,2025-07-26,SKU-00019,Store,STR-08,19.9,22.9,13.8,19.9,System Auto-Replenishment,False,,Auto-approved
DEC-000972,2025-07-26,SKU-00010,Store,STR-08,11.0,15.4,9.2,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-000973,2025-07-26,SKU-00015,Store,STR-08,27.0,36.2,21.7,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000974,2025-07-27,SKU-00015,Store,STR-01,85.0,96.6,57.9,85.0,System Auto-Replenishment,False,,Auto-approved
DEC-000975,2025-07-27,SKU-00023,Store,STR-01,65.0,86.7,52.0,65.0,System Auto-Replenishment,False,,Auto-approved
DEC-000976,2025-07-27,SKU-00008,Store,STR-01,52.0,59.2,35.5,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-000977,2025-07-27,SKU-00022,Store,STR-01,36.0,42.0,25.2,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-000978,2025-07-27,SKU-00016,Store,STR-02,18.0,25.2,15.1,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000979,2025-07-27,SKU-00007,Store,STR-02,85.0,111.9,67.1,85.0,System Auto-Replenishment,False,,Auto-approved
DEC-000980,2025-07-27,SKU-00013,Store,STR-02,61.0,84.5,50.7,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-000981,2025-07-27,SKU-00022,Store,Multiple,85.0,40.7,24.4,85.0,System Auto-Replenishment,False,,Auto-approved
DEC-000982,2025-07-27,SKU-00019,Store,Multiple,134.0,112.1,67.3,134.0,System Auto-Replenishment,False,,Auto-approved
DEC-000983,2025-07-27,SKU-00001,Store,STR-03,76.0,95.6,57.4,76.0,System Auto-Replenishment,False,,Auto-approved
DEC-000984,2025-07-27,SKU-00021,Store,STR-03,17.0,20.4,12.2,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000985,2025-07-27,SKU-00017,Store,STR-03,95.0,115.9,69.5,95.0,System Auto-Replenishment,False,,Auto-approved
DEC-000986,2025-07-27,SKU-00005,Store,STR-03,18.0,20.2,12.1,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000987,2025-07-27,SKU-00020,Store,STR-03,31.0,41.9,25.1,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-000988,2025-07-27,SKU-00015,Store,STR-03,53.0,59.6,35.7,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-000989,2025-07-27,SKU-00010,Store,STR-03,30.0,34.3,20.6,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-000990,2025-07-27,SKU-00015,Store,STR-04,31.0,29.0,17.4,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-000991,2025-07-27,SKU-00004,Store,STR-04,11.0,15.5,9.3,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-000992,2025-07-27,SKU-00014,Store,STR-04,27.0,35.3,21.2,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000993,2025-07-27,SKU-00021,Store,STR-04,18.0,21.4,12.8,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000994,2025-07-27,SKU-00006,Store,STR-04,34.0,35.4,21.3,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-000995,2025-07-27,SKU-00009,Store,STR-04,61.0,63.0,37.8,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-000996,2025-07-27,SKU-00005,Store,Multiple,19.0,13.8,8.3,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-000997,2025-07-27,SKU-00005,Store,STR-05,17.0,20.6,12.4,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000998,2025-07-27,SKU-00021,Store,STR-05,22.0,29.8,17.9,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-000999,2025-07-27,SKU-00018,Store,STR-05,35.0,47.4,28.4,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-001000,2025-07-27,SKU-00010,Store,STR-05,45.0,49.7,29.8,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-001001,2025-07-27,SKU-00003,Store,STR-06,55.0,59.2,35.5,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-001002,2025-07-27,SKU-00018,Store,STR-06,33.0,40.5,24.3,33.0,System Auto-Replenishment,False,,Auto-approved
DEC-001003,2025-07-27,SKU-00002,Store,STR-06,47.0,56.2,33.7,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-001004,2025-07-27,SKU-00001,Store,STR-06,53.0,72.8,43.7,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-001005,2025-07-27,SKU-00022,Store,STR-07,31.0,34.9,21.0,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-001006,2025-07-27,SKU-00004,Store,STR-07,20.0,24.8,14.9,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-001007,2025-07-27,SKU-00023,Store,STR-07,72.0,102.8,61.7,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-001008,2025-07-27,SKU-00001,Store,STR-08,31.0,34.8,20.9,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-001009,2025-07-27,SKU-00023,Store,STR-08,36.0,47.3,28.4,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-001010,2025-07-27,SKU-00017,Store,STR-08,30.0,41.4,24.8,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-001011,2025-07-27,SKU-00024,Store,STR-08,22.0,23.6,14.1,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-001012,2025-07-28,SKU-00007,Store,STR-01,101.0,144.1,86.4,101.0,System Auto-Replenishment,False,,Auto-approved
DEC-001013,2025-07-28,SKU-00001,Store,STR-01,53.0,68.3,41.0,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-001014,2025-07-28,SKU-00002,Store,Multiple,178.0,123.0,73.8,178.0,System Auto-Replenishment,False,,Auto-approved
DEC-001015,2025-07-28,SKU-00009,Store,STR-01,43.0,58.8,35.3,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-001016,2025-07-28,SKU-00020,Store,STR-01,33.0,37.1,22.3,33.0,System Auto-Replenishment,False,,Auto-approved
DEC-001017,2025-07-28,SKU-00020,Store,Multiple,53.0,47.9,28.7,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-001018,2025-07-28,SKU-00018,Store,STR-02,61.0,83.0,49.8,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-001019,2025-07-28,SKU-00003,Store,STR-02,64.0,82.3,49.4,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-001020,2025-07-28,SKU-00014,Store,Multiple,142.0,101.9,61.2,142.0,System Auto-Replenishment,False,,Auto-approved
DEC-001021,2025-07-28,SKU-00009,Store,STR-02,72.0,95.8,57.5,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-001022,2025-07-28,SKU-00023,Store,STR-02,69.0,87.0,52.2,69.0,System Auto-Replenishment,False,,Auto-approved
DEC-001023,2025-07-28,SKU-00006,Store,Multiple,51.0,38.5,23.1,51.0,System Auto-Replenishment,False,,Auto-approved
DEC-001024,2025-07-28,SKU-00018,Store,STR-03,60.0,67.8,40.7,60.0,System Auto-Replenishment,False,,Auto-approved
DEC-001025,2025-07-28,SKU-00008,Store,STR-03,90.0,123.4,74.0,90.0,System Auto-Replenishment,False,,Auto-approved
DEC-001026,2025-07-28,SKU-00003,Store,STR-04,32.0,43.5,26.1,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-001027,2025-07-28,SKU-00011,Store,STR-04,11.0,13.3,8.0,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-001028,2025-07-28,SKU-00020,Store,STR-04,20.0,28.0,16.8,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-001029,2025-07-28,SKU-00010,Store,STR-04,22.0,29.3,17.6,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-001030,2025-07-28,SKU-00003,Store,STR-05,61.0,73.2,43.9,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-001031,2025-07-28,SKU-00011,Store,STR-06,15.0,19.4,11.6,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-001032,2025-07-28,SKU-00004,Store,STR-06,26.0,28.2,16.9,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-001033,2025-07-28,SKU-00005,Store,STR-06,12.0,13.7,8.2,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-001034,2025-07-28,SKU-00019,Store,STR-06,39.0,41.1,24.7,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-001035,2025-07-28,SKU-00005,Store,STR-07,19.0,24.8,14.9,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-001036,2025-07-28,SKU-00012,Store,STR-07,43.0,49.1,29.5,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-001037,2025-07-28,SKU-00021,Store,STR-07,18.0,22.8,13.7,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-001038,2025-07-28,SKU-00006,Store,STR-07,39.0,46.3,27.8,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-001039,2025-07-28,SKU-00003,Store,STR-07,59.0,70.5,42.3,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-001040,2025-07-28,SKU-00012,Store,STR-08,12.0,16.2,9.7,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-001041,2025-07-29,SKU-00003,Store,STR-01,39.0,51.8,31.1,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-001042,2025-07-29,SKU-00019,Store,Multiple,106.0,86.6,52.0,106.0,System Auto-Replenishment,False,,Auto-approved
DEC-001043,2025-07-29,SKU-00011,Store,STR-01,13.0,15.8,9.5,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-001044,2025-07-29,SKU-00013,Store,STR-01,53.0,69.3,41.6,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-001045,2025-07-29,SKU-00010,Store,Multiple,41.0,24.2,14.5,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-001046,2025-07-29,SKU-00011,Store,STR-02,18.0,18.1,10.8,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-001047,2025-07-29,SKU-00019,Store,STR-02,55.0,69.7,41.8,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-001048,2025-07-29,SKU-00024,Store,Multiple,93.0,58.9,35.3,93.0,System Auto-Replenishment,False,,Auto-approved
DEC-001049,2025-07-29,SKU-00006,Store,STR-03,34.0,43.5,26.1,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-001050,2025-07-29,SKU-00009,Store,STR-03,50.0,59.5,35.7,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-001051,2025-07-29,SKU-00004,Store,STR-04,11.0,15.5,9.3,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-001052,2025-07-29,SKU-00017,Store,STR-04,41.0,53.7,32.2,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-001053,2025-07-29,SKU-00012,Store,STR-04,16.0,19.0,11.4,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-001054,2025-07-29,SKU-00020,Store,STR-05,36.0,43.7,26.2,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-001055,2025-07-29,SKU-00015,Store,STR-06,33.0,37.1,22.3,33.0,System Auto-Replenishment,False,,Auto-approved
DEC-001056,2025-07-29,SKU-00009,Store,STR-06,43.0,49.8,29.9,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-001057,2025-07-29,SKU-00014,Store,STR-07,35.0,48.2,28.9,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-001058,2025-07-29,SKU-00007,Store,STR-07,65.0,86.7,52.0,65.0,System Auto-Replenishment,False,,Auto-approved
DEC-001059,2025-07-29,SKU-00017,Store,STR-07,66.0,86.2,51.7,66.0,System Auto-Replenishment,False,,Auto-approved
DEC-001060,2025-07-29,SKU-00020,Store,STR-07,40.0,49.1,29.5,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-001061,2025-07-29,SKU-00014,Store,STR-08,23.0,32.2,19.3,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-001062,2025-07-29,SKU-00011,Store,STR-08,8.0,10.2,6.1,8.0,System Auto-Replenishment,False,,Auto-approved
DEC-001063,2025-07-29,SKU-00019,Store,STR-08,18.0,22.9,13.8,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-001064,2025-07-29,SKU-00010,Store,STR-08,11.0,15.4,9.2,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-001065,2025-07-29,SKU-00002,Store,STR-08,19.0,21.7,13.0,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-001066,2025-07-30,SKU-00004,Store,STR-01,50.0,59.9,36.0,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-001067,2025-07-30,SKU-00015,Store,Multiple,142.0,96.6,57.9,142.0,System Auto-Replenishment,False,,Auto-approved
DEC-001068,2025-07-30,SKU-00024,Store,STR-01,64.0,83.0,49.8,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-001069,2025-07-30,SKU-00010,Store,STR-01,31.0,42.4,25.4,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-001070,2025-07-30,SKU-00021,Store,STR-01,13.0,18.2,10.9,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-001071,2025-07-30,SKU-00014,Store,STR-01,54.0,70.7,42.4,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-001072,2025-07-30,SKU-00022,Store,STR-01,30.0,42.0,25.2,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-001073,2025-07-30,SKU-00015,Store,STR-02,59.0,75.0,45.0,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-001074,2025-07-30,SKU-00012,Store,STR-02,21.0,22.2,13.3,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-001075,2025-07-30,SKU-00004,Store,STR-03,23.0,27.8,16.7,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-001076,2025-07-30,SKU-00002,Store,Multiple,94.0,62.1,37.3,94.0,System Auto-Replenishment,False,,Auto-approved
DEC-001077,2025-07-30,SKU-00011,Store,STR-03,22.0,28.6,17.2,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-001078,2025-07-30,SKU-00013,Store,STR-04,49.0,69.4,41.7,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-001079,2025-07-30,SKU-00018,Store,Multiple,77.0,80.5,48.3,77.0,System Auto-Replenishment,False,,Auto-approved
DEC-001080,2025-07-30,SKU-00001,Store,STR-04,44.0,60.5,36.3,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-001081,2025-07-30,SKU-00022,Store,STR-04,23.0,27.6,16.6,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-001082,2025-07-30,SKU-00006,Store,Multiple,39.0,35.4,21.3,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-001083,2025-07-30,SKU-00016,Store,STR-04,15.0,16.6,10.0,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-001084,2025-07-30,SKU-00001,Store,STR-05,52.0,71.6,43.0,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-001085,2025-07-30,SKU-00011,Store,STR-05,25.0,28.4,17.0,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-001086,2025-07-30,SKU-00008,Store,STR-05,67.0,93.1,55.8,67.0,System Auto-Replenishment,False,,Auto-approved
DEC-001087,2025-07-30,SKU-00022,Store,STR-06,40.0,49.5,29.7,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-001088,2025-07-30,SKU-00013,Store,STR-07,76.0,106.1,63.7,76.0,System Auto-Replenishment,False,,Auto-approved
DEC-001089,2025-07-30,SKU-00016,Store,STR-07,26.0,29.0,17.4,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-001090,2025-07-30,SKU-00010,Store,STR-07,27.0,34.5,20.7,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-001091,2025-07-30,SKU-00018,Store,STR-07,71.0,82.1,49.2,71.0,System Auto-Replenishment,False,,Auto-approved
DEC-001092,2025-07-30,SKU-00008,Store,STR-07,63.0,77.1,46.2,63.0,System Auto-Replenishment,False,,Auto-approved
DEC-001093,2025-07-30,SKU-00020,Store,STR-08,9.0,9.6,5.7,9.0,System Auto-Replenishment,False,,Auto-approved
DEC-001094,2025-07-30,SKU-00021,Store,STR-08,15.0,14.2,8.5,12.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-001095,2025-07-30,SKU-00004,Store,STR-08,6.0,7.3,4.4,6.0,System Auto-Replenishment,False,,Auto-approved
DEC-001096,2025-07-30,SKU-00015,Store,STR-08,29.0,36.2,21.7,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-001097,2025-07-30,SKU-00005,Store,STR-08,9.0,7.7,4.6,9.0,System Auto-Replenishment,False,,Auto-approved
DEC-001098,2025-07-31,SKU-00008,Store,STR-01,53.0,59.2,35.5,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-001099,2025-07-31,SKU-00009,Store,STR-01,46.0,58.8,35.3,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-001100,2025-07-31,SKU-00018,Store,STR-01,77.0,107.7,64.6,77.0,System Auto-Replenishment,False,,Auto-approved
DEC-001101,2025-07-31,SKU-00002,Store,STR-02,100.0,119.1,71.5,100.0,System Auto-Replenishment,False,,Auto-approved
DEC-001102,2025-07-31,SKU-00008,Store,STR-02,61.0,78.5,47.1,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-001103,2025-07-31,SKU-00022,Store,STR-02,30.0,40.7,24.4,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-001104,2025-07-31,SKU-00019,Store,Multiple,129.0,112.1,67.3,129.0,System Auto-Replenishment,False,,Auto-approved
DEC-001105,2025-07-31,SKU-00016,Store,STR-03,40.0,50.0,30.0,40.0,System Auto-Replenishment,False,,Auto-approved
